cell,min,lowerq,mean,median,sd,upperq,max,n_zero
LT.HSC_114,0,0,2.5566722317523314,2.09148224006488,3.0991716120133224,3.81223416564176,10.9376505262755,127
LT.HSC_115,0,0,2.3034598262685506,0.610209240084371,3.3856392776691933,1.909742250507605,11.6203577345511,108
LT.HSC_116,0,0,1.8928821361650072,1.51392199205499,2.7177800197926008,2.3560267894621623,11.0626825065096,137
LT.HSC_117,0,0,2.1562793816467383,0,3.2076569145163916,2.38637433117368,11.0656841624037,146
LT.HSC_120,0,0,1.9718085078885168,0,3.035372439628118,2.39918339481632,11.3023042316309,152
LT.HSC_122,0,0,2.1589117236166397,1.29132812159756,3.1637230385369906,2.41754147535722,11.7306226326935,138
LT.HSC_123,0,0,2.408867570678461,0,3.080310810836555,4.1909696999807204,11.6921257792576,143
LT.HSC_124,0,0,2.2120504390690447,0.522708780890465,3.4129627608045454,2.39392536363679,12.05123852588,140
LT.HSC_125,0,0,2.5438362655316973,1.08789535440078,3.364577547912882,3.85874153522924,11.5298810494478,123
LT.HSC_126,0,0,1.9841976316845966,0.902365063750022,3.0983188733467273,2.16237454240994,11.61588277525,132
LT.HSC_128,0,0,2.3091544342611465,0.841357409114568,3.2008600838419587,2.87457691916491,11.6554132478737,109
LT.HSC_130,0,0,2.0404596266761352,0.444722264326354,3.2744691285287204,1.48813467765594,10.6150107252065,109
LT.HSC_131,0,0,2.2130924637721403,0.965549357198708,3.1108254605398975,2.52707907121068,10.6793287900142,117
LT.HSC_132,0,0,2.316317632636906,1.76598332633796,2.174482121202288,3.70102629466782,8.43776145844255,94
LT.HSC_137,0,0,2.2325590063818206,1.20769314649809,2.977723988192575,2.91617112404133,11.1931548600544,113
LT.HSC_138,0,0,2.4062718900401734,1.52108037781207,3.1310478928137435,3.37159995878449,10.917850141834,127
LT.HSC_139,0,0,2.2240571737853765,0.847592425339792,2.854439600914845,3.29196441514812,11.6999631863963,94
LT.HSC_140,0,0,2.4021392541257516,2.21776281104008,2.980398833881774,3.67569701226005,11.1124000762441,134
LT.HSC_142,0,0,2.4978297621921564,0.734260452843198,3.6560365803831463,3.32384419103536,14.4636537731766,129
LT.HSC_144,0,0,2.3381224017929143,0,3.244570738064344,3.60054691242818,11.32560964908,147
LT.HSC_145,0,0,2.0053334016830435,0,2.9718124589123973,2.34885025507261,10.8222744990755,149
LT.HSC_146,0,0,2.295697229311061,0,3.292917311212485,4.455336922000175,10.8110333497213,142
LT.HSC_147,0,0,2.298371936847662,0,3.234877156300243,3.16911691415436,11.8942876812862,157
LT.HSC_148,0,0,2.127260942070952,1.19194721793886,3.144773821144019,2.27912260692441,10.7946835125878,136
LT.HSC_149,0,0,2.1986412931991612,0,3.019822726656147,2.66342551508565,9.91692338176037,143
LT.HSC_150,0,0,2.025574839403887,0,3.1836262960762625,2.66069510872944,11.629542857846,164
LT.HSC_151,0,0,1.9494158285079222,0.627404873023133,3.3244556933350298,1.39744768368114,14.0931796170367,130
LT.HSC_152,0,0,2.2475297322702956,1.59351515198325,3.1329416647259243,2.33218520892414,11.707599346234,135
LT.HSC_156,0,0,2.038084644646866,0.960804098532429,3.0101874651606892,2.25869310166085,10.7133498485845,130
LT.HSC_158,0,0,1.777407695529812,0,2.783050414973312,2.44411125208806,11.2848984346182,155
LT.HSC_159,0,0,2.0335852936934526,0,3.1351882851493045,2.60785772916754,11.4226872556685,162
LT.HSC_161,0,0,2.1806648461223976,0,2.8522637573183998,3.33487913612688,10.9332387403511,145
LT.HSC_163,0,0,2.251506848084815,1.34681129067592,3.0338353647408063,2.4932578877158,10.4679960752091,118
LT.HSC_164,0,0,1.8832292786472316,1.06056010063064,2.8258427947332163,2.08991278098063,10.2297128043937,136
LT.HSC_165,0,0,2.2401076952894408,0,3.3032584142601484,2.82283526385366,11.4716834785931,155
LT.HSC_166,0,0,2.30142846010079,0,3.3791093668836405,3.00605574742016,11.0227950632194,142
LT.HSC_167,0,0,2.2027335595759254,0,3.1269599355319775,2.9422901894298,10.601672648527,143
LT.HSC_169,0,0,2.4357027373850397,0,3.2397757324758247,3.44293436794066,11.8040201086598,150
LT.HSC_170,0,0,2.232226336109016,0,3.1804074832173592,3.32637580893946,10.8816088522947,148
LT.HSC_171,0,0,1.923558253176755,0,3.009393891701867,2.05035691398321,11.5560829336625,141
LT.HSC_172,0,0,2.1045857872471645,0,3.0759535784592624,2.83028931039977,10.8436905364874,153
LT.HSC_173,0,0,2.525941491307693,0,3.328358576119986,3.9913901560457496,10.5605469494956,145
LT.HSC_174,0,0,2.246607990980764,0.866944115500717,3.3276117099037754,2.35585592268608,10.7056410722971,131
LT.HSC_176,0,0,2.024416593309148,0,2.887735556820198,2.81560867556883,10.7578120722724,153
LT.HSC_177,0,0,1.9828990700045164,0,2.9551950578183734,2.83101175967587,10.8453301994851,156
LT.HSC_179,0,0,2.0889453281440864,0.719440120483896,3.2944146966030545,1.84244455881803,11.1355017042527,138
LT.HSC_180,0,0,2.0189051016644326,0.986403483899541,3.0697592017476274,1.97955686991212,10.7124743488256,132
LT.HSC_183,0,0,2.0555125527203786,0,3.0716193938744674,2.77332795976979,11.3014793908969,145
LT.HSC_184,0,0,2.1343700707629076,0,3.2205200811655628,2.51370444432441,11.1574669175666,152
LT.HSC_187,0,0,2.176953340463725,1.14006975518086,3.095882057422731,2.20531442318499,11.5244342033518,119
LT.HSC_188,0,0,2.6753583878005838,1.377544803135,3.434334054500224,5.2351041145343356,11.7199555177119,129
LT.HSC_191,0,0,2.000022468023245,1.19800498157266,2.8209808005015624,2.62688014408111,11.5789606494294,128
LT.HSC_192,0,0,2.296672940548662,0.792945270528281,3.378359558973641,2.22127078065749,12.1656770988818,124
LT.HSC_193,0,0,2.115853020984982,0,2.948735271865548,2.81747796233558,11.4727669219327,141
LT.HSC_194,0,0,2.0834654862915314,0,2.9453135525556777,2.80027706087035,11.4006025949077,141
LT.HSC_195,0,0,2.1185866988519355,0.840799767190605,3.13717894409963,2.05802930337432,12.1810372643578,119
LT.HSC_197,0,0,2.55550154656139,1.90773252141154,3.002080249801073,3.58601483122705,11.6018735774784,115
LT.HSC_198,0,0,2.1384165120920104,1.44765097149839,2.9669514940454498,2.62828532754663,10.5743803576698,130
LT.HSC_200,0,0,2.1850719696802487,1.27210644092254,2.854606902392537,3.01358674920103,10.4043841376991,115
LT.HSC_201,0,0,2.4603664504889897,1.35711465751744,3.1324261532947664,3.13891544938403,10.778386829052,113
LT.HSC_204,0,0,2.311901878196083,0.735411394642839,3.287695580762042,2.6957739081081624,11.2646549360105,107
LT.HSC_206,0,0,2.2443665376037045,1.69653267638463,3.1053561630662956,2.94927927983321,11.6394503331035,137
LT.HSC_207,0,0,2.4856212736140026,1.71246771275853,3.191012858806641,3.6915161540764747,11.3887035194996,131
LT.HSC_208,0,0,2.298064838063264,1.29755965877915,3.2619878508052573,2.8421823798310752,11.42804739378,138
LT.HSC_210,0,0,2.5249351294146667,0.86636034357165,3.32550019058411,3.9533609557735723,11.407914695863001,140
LT.HSC_211,0,0,2.2518803829491105,1.37524992442544,3.010944143445391,2.53166476567257,11.1979238738437,118
LT.HSC_212,0,0,2.588363939724796,1.10876905485499,3.235262844065446,4.12720002333057,11.6636248837319,111
LT.HSC_213,0,0,2.3485169859411408,1.68846921704418,3.0625994584393896,3.30634698938248,10.5372776661243,134
LT.HSC_214,0,0,2.275000221347975,1.02405881128653,3.2056497881295156,3.36494919416622,10.8924032210139,129
LT.HSC_215,0,0,2.466971871785046,0.746022550590074,3.3525405039299168,4.107778618061523,11.6562817101306,105
